DocType: Footer Item,Link to the page you want to open. Leave blank if you want to make it a group parent.,Enlace a la página que desea abrir. Dejar en blanco si desea que sea un grupo padre.
DocType: Prepared Report,Report Name,Nombre del informe
DocType: Workflow State,minus-sign,signo menos
apps/frappe/frappe/public/js/frappe/form/share.js +27,Shared with everyone,Compartido con todo el mundo
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +27,You can use Customize Form to set levels on fields.,Usted puede utilizar Personalizar formulario para establecer los niveles de los campos .
apps/frappe/frappe/public/js/frappe/views/gantt/gantt_view.js +144,Month,Mes.
apps/frappe/frappe/website/doctype/website_settings/website_settings.py +38,{0} in row {1} cannot have both URL and child items,{0} en la linea {1} no puede tener URL y elementos secundarios
apps/frappe/frappe/templates/includes/login/login.js +24,Both login and password required,Se requiere tanto usuario como contraseña
DocType: Workflow State,download-alt,descargar -alt
DocType: About Us Settings,Website Manager,Administrador de Página Web
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_layout.html +3,Drag elements from the sidebar to add. Drag them back to trash.,Arrastre los elementos de la barra lateral para agregar. Arrastre de nuevo a la papelera de reciclaje.
DocType: Currency,"Sub-currency. For e.g. ""Cent""","Sub-moneda, por ejemplo, ""Centavo"""
DocType: Workflow State,exclamation-sign,signo de exclamación
DocType: Desktop Icon,List,Vista de árbol
apps/frappe/frappe/public/js/frappe/views/communication.js +594,There were errors while sending email. Please try again.,"Hubo errores al enviar el correo electrónico. Por favor, inténtelo de nuevo."
apps/frappe/frappe/core/doctype/system_settings/system_settings.py +27,Session Expiry must be in format {0},Vencimiento de sesión debe estar en formato {0}
DocType: User,Stores the JSON of last known versions of various installed apps. It is used to show release notes.,Almacena el JSON de las últimas versiones conocidas de diferentes aplicaciones instaladas. Se utiliza para mostrar notas de la versión.
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +14,"Meaning of Submit, Cancel, Amend","Significado de Enviar, Cancelar, Corregir"
apps/frappe/frappe/config/website.py +58,"Setup of top navigation bar, footer and logo.","Configuración de la barra de navegación superior , pie de página y el logotipo."
DocType: Auto Repeat,Stopped,Detenido
apps/frappe/frappe/public/js/frappe/upload.js +26,Upload Attachment,Subir Archivos Adjuntos
apps/frappe/frappe/templates/emails/new_user.html +16,You can also copy-paste this link in your browser,También puede copiar y pegar este enlace en su navegador
DocType: Email Group,Total Subscribers,Los suscriptores totales
apps/frappe/frappe/config/website.py +73,Settings for About Us Page.,Ajustes para Nosotros Pagina .
DocType: File,File Size,Tamaño del archivo
apps/frappe/frappe/config/setup.py +200,"Set default format, page size, print style etc.","Establecer formato por defecto, tamaño de página, el estilo de impresión, etc"
DocType: System Settings,Your organization name and address for the email footer.,Su nombre de la organización y dirección para el pie de página de correo electrónico.
apps/frappe/frappe/config/desk.py +44,Activity log of all users.,Registro de Actividad para todos los Usuarios
apps/frappe/frappe/core/doctype/report/report.js +5,Report Builder reports are managed directly by the report builder. Nothing to do.,Informes del Generador de informes son enviadas por el generador de informes . No hay nada que hacer.
DocType: Website Theme,Top Bar Text Color,Top Bar Color del texto
DocType: Website Slideshow,Slideshow Items,Presentación Artículos
DocType: Top Bar Item,"If you set this, this Item will come in a drop-down under the selected parent.","Si usted habilita esto, el elemento creará un menú desplegable--"
apps/frappe/frappe/config/website.py +27,Embed image slideshows in website pages.,Presentacion de imágenes incrustadas en páginas web .
apps/frappe/frappe/printing/doctype/print_format/print_format.js +28,Please select DocType first,"Por favor, seleccione DocType primero"
apps/frappe/frappe/contacts/doctype/address_template/address_template.py +22,Setting this Address Template as default as there is no other default,Al establecer esta plantilla de dirección por defecto ya que no hay otra manera predeterminada
apps/frappe/frappe/core/doctype/data_import/exporter.py +71,"""Parent"" signifies the parent table in which this row must be added",'Padre' es la tabla principal en la que hay que añadir esta fila
apps/frappe/frappe/website/doctype/web_form/web_form.py +130,You need to be logged in to access this {0}.,Tienes que estar registrado para acceder a este {0}.
DocType: Website Settings,Disable Customer Signup link in Login page,Desactivar enlace de registro del cliente en la página de entrada
DocType: Kanban Board Column,Column Name,Nombre de la columna
apps/frappe/frappe/public/js/frappe/form/link_selector.js +106,Make a new {0},Crear un nuevo {0}
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +149,Select Document Type or Role to start.,Seleccione el Tipo de Documento o Función para empezar.
DocType: Workflow Transition,Defines actions on states and the next step and allowed roles.,Define las acciones de los estados y el siguiente paso y funciones permitidas.
DocType: DocType,Show Print First,Mostrar Imprimir Primera
apps/frappe/frappe/core/doctype/doctype/doctype.py +817,Report cannot be set for Single types,Reportar no se puede configurar para los tipos individuales
apps/frappe/frappe/core/doctype/report/report.js +37,Disable Report,Desactivar Informe
DocType: Workflow State,resize-small,cambiar el tamaño pequeño
DocType: Workflow State,question-sign,Consultar Firma
apps/frappe/frappe/utils/nestedset.py +241,Multiple root nodes not allowed.,Nodos raíz múltiples no permitidos.
DocType: Event,Saturday,Sábado
DocType: Address,Maintenance User,Mantenimiento por el Usuario
apps/frappe/frappe/email/doctype/newsletter/newsletter.py +35,Scheduled to send to {0},Programado para enviar a {0}
apps/frappe/frappe/model/base_document.py +448,{0} must be set first,debe establecerse primero: {0}
apps/frappe/frappe/core/doctype/data_import/exporter.py +68,"For updating, you can update only selective columns.","Para la actualización, usted lo puede hacer solo en algunas columnas."
DocType: Custom DocPerm,Export,Exportación
DocType: Workflow State,Search,Búsqueda
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +16,"Certain documents, like an Invoice, should not be changed once final. The final state for such documents is called Submitted. You can restrict which roles can Submit.","Algunos documentos como facturas, no se deben cambiar una vez guardados. El estado final de dichos documentos se llama 'Presentado'. Puede restringir qué roles/usuarios pueden presentar documentos"
apps/frappe/frappe/public/js/frappe/views/pageview.js +104,Sorry! I could not find what you were looking for.,¡Lo siento! No pude encontrar lo que estabas buscando.
DocType: Workflow State,remove-sign,Eliminar el efecto de signo
apps/frappe/frappe/public/js/frappe/form/controls/select.js +61,Please attach a file first.,Adjunte un archivo primero .
apps/frappe/frappe/public/js/frappe/request.js +390,Report this issue,Reportar Incidencia
apps/frappe/frappe/public/js/frappe/views/treeview.js +242,New {0},Nuevo {0}
DocType: Workflow Action,Workflow Action,Acciones de los flujos de trabajo
DocType: Custom Script,Script Type,Guión Tipo
DocType: Workflow State,text-width,texto de ancho
DocType: Custom DocPerm,This role update User Permissions for a user,Este función actualiza los Permisos de Usuario para un usuario
DocType: Workflow State,resize-horizontal,cambiar el tamaño horizontal
apps/frappe/frappe/model/delete_doc.py +176,{0} {1}: Submitted Record cannot be deleted.,{0} {1}: registro presentado no se puede eliminar.
apps/frappe/frappe/public/js/frappe/form/save.js +150,Mandatory fields required in {0},Campos obligatorios requeridos en {0}
apps/frappe/frappe/model/rename_doc.py +418,Maximum {0} rows allowed,Máximo {0} filas permitidos
DocType: Custom DocPerm,Import,Importación
apps/frappe/frappe/model/naming.py +202,"There were some errors setting the name, please contact the administrator","Había algunos errores de configuración el nombre, por favor póngase en contacto con el administrador"
apps/frappe/frappe/website/doctype/web_form/web_form.py +37,You need to be in developer mode to edit a Standard Web Form,Se requiere estar en modo desarrollador para editar un formulario web estándar.
DocType: Website Theme,Google Font (Heading),Google Font (Título)
apps/frappe/frappe/core/doctype/doctype/doctype.py +556,Options 'Dynamic Link' type of field must point to another Link Field with options as 'DocType',"Las opciones de campo de tipo 'Vinculo Dinámico' debe apuntar a otro campo con propiedades ""Tipo de Documento"""
apps/frappe/frappe/core/doctype/doctype/doctype.py +829,{0}: Cannot set Assign Submit if not Submittable,{0}: no se puede 'Asignar Enviar' si no se puede presentar
DocType: Workflow State,step-forward,paso hacia adelante
DocType: Workflow State,align-justify,alinear - justificar
apps/frappe/frappe/core/doctype/data_import/importer.py +324,Not allowed to Import,No tiene permisos para importar
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +138,Open a module or tool,Abra un Módulo o Herramienta
apps/frappe/frappe/public/js/legacy/form.js +136,Please save before attaching.,"Por favor, guarde los cambios antes de conectar"
apps/frappe/frappe/core/doctype/data_import/importer.py +27,Parent Table,Tabla de Padres
DocType: Dropbox Settings,Dropbox Access Key,Clave de Acceso de Dropbox
apps/frappe/frappe/public/js/frappe/ui/field_group.js +97,Missing Values Required,Valores perdidos requeridos
DocType: User,Third Party Authentication,Autenticación de socios
DocType: Activity Log,Subject,Sujeto
apps/frappe/frappe/utils/nestedset.py +80,Nested set error. Please contact the Administrator.,"Error de conjunto anidado . Por favor, póngase en contacto con el Administrador."
DocType: DocField,Set Only Once,Un único ajuste
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +48,Document Types,Tipos de Documento
DocType: DocField,Perm Level,Nivel Perm
DocType: Email Account,"Append as communication against this DocType (must have fields, ""Status"", ""Subject"")","Anexar como la comunicación en contra de este tipo de documento (debe tener campos, ""Estado"", ""Asunto"")"
DocType: About Us Settings,About Us Settings,Configuración de Acerca de Nosotros
apps/frappe/frappe/public/js/frappe/ui/slides.js +324,Next,Próximo
DocType: DocField,Default,Defecto
DocType: Workflow,Rules defining transition of state in the workflow.,Reglas que definen la transición de estado del flujo de trabajo .
DocType: Workflow State,align-right,alinear a la derecha
DocType: Workflow State,italic,itálico
DocType: Workflow State,shopping-cart,carro de la compra
apps/frappe/frappe/utils/data.py +551,only.,exactos.
apps/frappe/frappe/model/naming.py +85,Naming Series mandatory,Las secuencias son obligatorias
DocType: DocType,Sort Order,Orden de Clasificación
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +249,Hide field in form,Ocultar campo en forma
DocType: Newsletter,Email Sent?,Enviar Email ?
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +274,Show a description below the field,Mostrar una descripción debajo del campo
DocType: User,Send Welcome Email,Enviar Bienvenido Email
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +25,"If a Role does not have access at Level 0, then higher levels are meaningless.","Si una función no tiene acceso en el Nivel 0, entonces los niveles más altos no tienen sentido ."
